origin,label,features
apple_golden_1/155_100.jpg,apple_golden_1,"[-8.774635    0.9015905   0.49717844 -0.3823483   2.202473    1.5497249
  0.4502467   0.14505766  0.01925921 -0.23625712  0.3881904  -0.05682599
 -0.17531244  0.18413234 -0.3710074   0.1905305   0.4474406   0.09157918
  0.5140523  -0.0583289 ]"
apple_golden_1/156_100.jpg,apple_golden_1,"[-8.798617    0.9479633   0.53758746 -0.37195653  2.1838799   1.540032
  0.45697287  0.07237053  0.03223157 -0.22081108  0.39014226 -0.06056315
 -0.1382709   0.14373744 -0.3887678   0.20600176  0.4067257   0.1301504
  0.5386356  -0.0401988 ]"
apple_golden_1/157_100.jpg,apple_golden_1,"[-8.671655    0.90883166  0.52260953 -0.39449668  2.1639192   1.5372024
  0.48072878  0.11584591  0.03720079 -0.21422534  0.3987722  -0.03661539
 -0.17084531  0.15719444 -0.38869408  0.1870445   0.41692245  0.12491354
  0.53909063 -0.04070495]"
apple_golden_1/158_100.jpg,apple_golden_1,"[-8.592388    0.872967    0.5357227  -0.35764965  2.1535056   1.5231681
  0.48761094  0.11714134  0.02882093 -0.19260556  0.38046142 -0.02415876
 -0.19616908  0.09551497 -0.34571055  0.21437974  0.4335515   0.10301127
  0.5216248  -0.06320509]"
apple_golden_1/159_100.jpg,apple_golden_1,"[-8.57134     0.85045016  0.5263769  -0.3562146   2.1435397   1.520993
  0.50392103  0.09902436  0.05078003 -0.1932941   0.4210351  -0.04682978
 -0.1843919   0.12970929 -0.33833015  0.20222509  0.44282216  0.12103782
  0.490464   -0.0426043 ]"
apple_golden_1/15_100.jpg,apple_golden_1,"[-8.665487    0.81085867  0.3544193  -0.33320984  2.156697    1.7343775
  0.5124273   0.19496825 -0.01412303 -0.14562418  0.41394404  0.01522977
 -0.18414956  0.20730872 -0.35380176  0.20255813  0.21152872 -0.03637791
  0.4223203  -0.18474174]"
apple_golden_1/160_100.jpg,apple_golden_1,"[-8.650414    0.8998351   0.51486474 -0.3534532   2.133888    1.5301255
  0.45720536  0.10715813  0.04257622 -0.21504019  0.42764905 -0.03527215
 -0.19182731  0.15306027 -0.34478763  0.20109014  0.4593587   0.1298012
  0.513345   -0.07747222]"
apple_golden_1/161_100.jpg,apple_golden_1,"[-8.568974    0.8933836   0.53887457 -0.35038197  2.1180477   1.5475994
  0.4769663   0.09145579  0.05938792 -0.19892171  0.41179153 -0.01818349
 -0.2023855   0.1197141  -0.35946974  0.23846014  0.40529868  0.12431664
  0.48951063 -0.05631829]"
apple_golden_1/162_100.jpg,apple_golden_1,"[-8.623043    0.8797088   0.5641591  -0.3664782   2.107804    1.5429825
  0.51589197  0.10233701  0.05752511 -0.19528101  0.42422882 -0.01906803
 -0.18999922  0.13801129 -0.3768722   0.25155386  0.3732799   0.1488633
  0.4879376  -0.08240908]"
apple_golden_1/163_100.jpg,apple_golden_1,"[-8.70918179e+00  8.94156039e-01  5.53177059e-01 -3.63979369e-01
  2.12570047e+00  1.53186655e+00  4.69007641e-01  8.10940266e-02
  7.80894086e-02 -2.21469164e-01  4.37199056e-01  3.14720790e-03
 -1.82313398e-01  1.53802589e-01 -3.72508556e-01  2.66874760e-01
  3.85970473e-01  1.18572414e-01  4.96636152e-01 -6.64639100e-02]"
apple_golden_1/164_100.jpg,apple_golden_1,"[-8.74497414e+00  8.49493146e-01  5.14337182e-01 -3.35192770e-01
  2.11445832e+00  1.57478952e+00  3.95311862e-01  1.10078357e-01
  5.59599847e-02 -2.24596873e-01  4.64998245e-01 -3.59047134e-03
 -1.79602817e-01  1.52669206e-01 -3.71182501e-01  2.19823912e-01
  4.49799955e-01  1.05436526e-01  4.40060228e-01 -5.48207127e-02]"
apple_golden_1/165_100.jpg,apple_golden_1,"[-8.702737    0.87013996  0.5351044  -0.35089073  2.090628    1.5708238
  0.46818763  0.08762708  0.04420792 -0.22095425  0.43121988 -0.02596874
 -0.17892934  0.13101302 -0.38953698  0.24926127  0.39473444  0.13522482
  0.47325823 -0.08084274]"
apple_golden_1/166_100.jpg,apple_golden_1,"[-8.778104    0.8579082   0.51958966 -0.32867363  2.1086338   1.5932356
  0.42449498  0.10498285  0.05313085 -0.24716246  0.4414389  -0.01730366
 -0.15733227  0.15273206 -0.3619198   0.23154114  0.4405559   0.08446296
  0.4436198  -0.0494151 ]"
apple_golden_1/167_100.jpg,apple_golden_1,"[-8.660776    0.84845054  0.5312376  -0.3586893   2.0949583   1.5773338
  0.42672983  0.10060539  0.07070054 -0.2376652   0.42820317 -0.04250567
 -0.17826816  0.11736666 -0.369567    0.25611833  0.3917303   0.06814405
  0.45411807 -0.06946123]"
apple_golden_1/168_100.jpg,apple_golden_1,"[-8.632604    0.8438219   0.53351367 -0.3644134   2.0634384   1.6035188
  0.46727628  0.09702075  0.07435131 -0.22824483  0.43217784 -0.01378348
 -0.1805968   0.13018094 -0.35113072  0.24525426  0.37905657  0.0510556
  0.4760792  -0.09654896]"
apple_golden_1/169_100.jpg,apple_golden_1,"[-8.566683    0.8079375   0.5343648  -0.33639568  2.024094    1.5904726
  0.48985788  0.09537626  0.10507749 -0.25905162  0.43545425  0.01479408
 -0.15652938  0.09984391 -0.3419401   0.2662196   0.35354084  0.07753325
  0.4958878  -0.09022082]"
apple_golden_1/16_100.jpg,apple_golden_1,"[-8.7062931e+00  8.0987972e-01  3.5499555e-01 -3.2008573e-01
  2.1609962e+00  1.7572604e+00  4.9434146e-01  1.8723260e-01
 -2.0377224e-02 -1.3280879e-01  4.2724112e-01  5.5604605e-03
 -1.7987522e-01  2.0984884e-01 -3.4699976e-01  1.8396698e-01
  2.0136018e-01 -3.8170252e-02  4.3243068e-01 -1.6058177e-01]"
apple_golden_1/170_100.jpg,apple_golden_1,"[-8.593699    0.84525895  0.5334394  -0.3304404   2.0241652   1.6221321
  0.50665957  0.0653892   0.11285452 -0.24766296  0.46118376 -0.01713796
 -0.15502     0.09279577 -0.36561576  0.29157728  0.36057553  0.06228523
  0.50086707 -0.10058988]"
apple_golden_1/171_100.jpg,apple_golden_1,"[-8.577781    0.8392908   0.5163038  -0.33932418  2.027831    1.618281
  0.52744067  0.04591081  0.08313169 -0.23715782  0.43156734 -0.00935772
 -0.159112    0.09597337 -0.358752    0.30339572  0.35313976  0.07258639
  0.5157656  -0.13075238]"
apple_golden_1/172_100.jpg,apple_golden_1,"[-8.614625    0.83959204  0.51281285 -0.34198284  2.0513585   1.6109148
  0.5329255   0.02591019  0.08278094 -0.22606495  0.44602963  0.02052964
 -0.16812323  0.08423268 -0.35557353  0.32906398  0.35926536  0.06273199
  0.5389309  -0.1063611 ]"
apple_golden_1/173_100.jpg,apple_golden_1,"[-8.635313    0.84048504  0.50683326 -0.3565199   2.036552    1.6515194
  0.51727     0.02795642  0.0744783  -0.23932888  0.42666292  0.04668216
 -0.16531835  0.10116256 -0.322049    0.34482336  0.33070108  0.06390055
  0.5299455  -0.09512713]"
apple_golden_1/174_100.jpg,apple_golden_1,"[-8.655113    0.801462    0.4888897  -0.37836075  2.0331225   1.6794223
  0.5129343   0.06832688  0.08089457 -0.24578068  0.42421123  0.02037633
 -0.14727452  0.0800643  -0.34613174  0.3074749   0.32974648  0.06947073
  0.52368957 -0.1210994 ]"
apple_golden_1/175_100.jpg,apple_golden_1,"[-8.660736    0.82665765  0.48415393 -0.36574608  2.0226436   1.6576883
  0.49137223  0.04138937  0.09039564 -0.2180342   0.41626188  0.03588321
 -0.17094041  0.09561013 -0.3307      0.29083726  0.33913118  0.07827471
  0.49923635 -0.13742852]"
apple_golden_1/176_100.jpg,apple_golden_1,"[-8.6412725e+00  8.1046468e-01  4.6729985e-01 -3.6871892e-01
  2.0420439e+00  1.6856283e+00  5.0687629e-01  4.1601751e-02
  6.3507572e-02 -2.2026616e-01  4.0605059e-01  3.9059324e-03
 -1.6181165e-01  9.5355116e-02 -3.3331576e-01  3.1051245e-01
  3.5656270e-01  8.0010802e-02  4.9508053e-01 -1.6365208e-01]"
apple_golden_1/177_100.jpg,apple_golden_1,"[-8.67071438e+00  8.18981349e-01  4.62829262e-01 -3.87647003e-01
  2.03763199e+00  1.68955612e+00  5.37073374e-01  5.81358559e-02
  5.68768755e-02 -2.05511406e-01  4.31148618e-01 -6.97938260e-03
 -1.61945134e-01  1.14534676e-01 -3.39565843e-01  2.91005909e-01
  3.63513947e-01  7.74752572e-02  5.12208581e-01 -1.45821825e-01]"
apple_golden_1/178_100.jpg,apple_golden_1,"[-8.5910168e+00  7.8587377e-01  4.4926977e-01 -3.8428941e-01
  2.0137212e+00  1.6871154e+00  5.3447944e-01  4.8310969e-02
  5.3505871e-02 -2.4095057e-01  3.8220319e-01 -3.6453763e-03
 -1.4454919e-01  1.3434391e-01 -3.4654763e-01  3.0187535e-01
  3.4374872e-01  5.4349530e-02  5.1723039e-01 -1.8792659e-01]"
apple_golden_1/179_100.jpg,apple_golden_1,"[-8.6395445   0.80500585  0.41354147 -0.3891165   2.0247855   1.6896632
  0.5455714   0.06483449  0.03977585 -0.2334826   0.4219874   0.00942128
 -0.15746522  0.11740137 -0.3365725   0.2836602   0.336345    0.05265765
  0.51714796 -0.1715794 ]"
apple_golden_1/17_100.jpg,apple_golden_1,"[-8.6696987e+00  8.2427377e-01  3.3729541e-01 -3.1805468e-01
  2.1580682e+00  1.7396392e+00  5.1273644e-01  1.7026454e-01
 -2.6105508e-02 -1.3046278e-01  4.1720596e-01  1.8412629e-03
 -1.7474170e-01  2.1473920e-01 -3.5408562e-01  1.9822569e-01
  2.0559007e-01 -4.9369693e-02  4.2217955e-01 -1.6033645e-01]"
apple_golden_1/180_100.jpg,apple_golden_1,"[-8.690724    0.81248224  0.42710096 -0.38188472  2.05807     1.6988783
  0.5483656   0.05931953  0.04917838 -0.2641877   0.4172893   0.01912957
 -0.1634599   0.09252192 -0.32826784  0.2951562   0.32550293  0.0776555
  0.5028603  -0.19618405]"
apple_golden_1/181_100.jpg,apple_golden_1,"[-8.699456    0.8094588   0.4025384  -0.3696881   2.0536833   1.7131683
  0.53743476  0.05756181  0.05374188 -0.22563076  0.39583498  0.02263841
 -0.14128472  0.11950054 -0.3251479   0.29042548  0.3267015   0.07468382
  0.5140308  -0.19874056]"
apple_golden_1/182_100.jpg,apple_golden_1,"[-8.888844    0.8652142   0.44910672 -0.4099001   2.1461332   1.7458508
  0.58420223  0.0426213   0.02193676 -0.23572184  0.43458074  0.0318938
 -0.12164473  0.15558107 -0.3220843   0.25900847  0.31705734  0.08008784
  0.5163571  -0.20753519]"
apple_golden_1/183_100.jpg,apple_golden_1,"[-8.861885    0.86664885  0.40881523 -0.41769335  2.1300552   1.7641412
  0.5840551   0.03878806  0.06478628 -0.2249197   0.42377058  0.01726862
 -0.10209356  0.15320837 -0.35421273  0.28994015  0.30833283  0.08447201
  0.5172748  -0.21284387]"
apple_golden_1/184_100.jpg,apple_golden_1,"[-8.8359632e+00  8.1660086e-01  4.1164470e-01 -3.9443949e-01
  2.0916429e+00  1.7569773e+00  5.4327101e-01  7.2335236e-02
  4.0023591e-02 -2.0791021e-01  4.5217776e-01  5.5119456e-03
 -1.3440219e-01  1.5256791e-01 -3.7011167e-01  2.7743474e-01
  3.0958745e-01  3.5728414e-02  5.2043164e-01 -2.3026702e-01]"
apple_golden_1/185_100.jpg,apple_golden_1,"[-8.798672    0.8074384   0.39181957 -0.4116057   2.0501902   1.7787583
  0.50554687  0.04687526  0.04795884 -0.2281377   0.43700147  0.0351478
 -0.13669638  0.1763407  -0.36753353  0.2684365   0.34001255  0.01695931
  0.5072962  -0.24141271]"
apple_golden_1/186_100.jpg,apple_golden_1,"[-8.901564    0.84766245  0.39717552 -0.41892093  2.0801597   1.7752196
  0.5050183   0.04196537  0.01864751 -0.21454689  0.42361608  0.01928931
 -0.17058107  0.1758753  -0.38755497  0.284404    0.3447068   0.05516276
  0.52318925 -0.226004  ]"
apple_golden_1/187_100.jpg,apple_golden_1,"[-8.8790236e+00  8.5763210e-01  3.8062009e-01 -4.0218544e-01
  2.0603175e+00  1.7820512e+00  5.0856698e-01  3.5182383e-02
 -3.8287439e-03 -2.2987351e-01  4.3359593e-01  1.8094713e-02
 -1.6162589e-01  1.7800140e-01 -3.6665079e-01  2.7407739e-01
  3.2374689e-01  4.2763665e-02  4.9274957e-01 -2.2864318e-01]"
apple_golden_1/188_100.jpg,apple_golden_1,"[-8.8868618e+00  8.7155098e-01  3.9102927e-01 -4.2176887e-01
  2.0757256e+00  1.7727151e+00  5.5755752e-01  1.9091554e-02
 -3.9223745e-04 -2.5458857e-01  3.9550680e-01  5.6312107e-03
 -1.4259830e-01  1.6653565e-01 -3.5236210e-01  2.7004513e-01
  3.1028128e-01  2.0106779e-02  4.9767059e-01 -2.4388877e-01]"
apple_golden_1/189_100.jpg,apple_golden_1,"[-8.9324169e+00  8.9519292e-01  3.9450291e-01 -4.0686691e-01
  2.1115470e+00  1.7712388e+00  5.6153232e-01  2.0806726e-02
 -3.4385601e-03 -2.2345074e-01  3.7030575e-01 -3.9178580e-03
 -1.5914600e-01  1.8792489e-01 -3.7217280e-01  2.7921695e-01
  3.0553100e-01  6.5570131e-02  5.0615424e-01 -2.1156056e-01]"
apple_golden_1/18_100.jpg,apple_golden_1,"[-8.7270842e+00  8.3260781e-01  3.4580487e-01 -3.1023511e-01
  2.1813390e+00  1.7552087e+00  4.8642588e-01  1.6590892e-01
 -6.7816754e-03 -1.5067273e-01  4.3736231e-01  2.3786898e-03
 -2.1244401e-01  1.9605921e-01 -3.3138052e-01  1.6934414e-01
  2.1413015e-01 -5.5168189e-02  4.4125584e-01 -1.4965019e-01]"
apple_golden_1/190_100.jpg,apple_golden_1,"[-8.89901     0.8373827   0.37159094 -0.3993649   2.0871902   1.7963039
  0.5203843   0.01741496 -0.01332305 -0.25371245  0.40253028  0.01818969
 -0.16477607  0.16274607 -0.35707298  0.27743843  0.31762794  0.0496554
  0.49270463 -0.20040819]"
apple_golden_1/191_100.jpg,apple_golden_1,"[-8.955838    0.8719424   0.40289494 -0.38084197  2.0908532   1.7904633
  0.5376992   0.01596772  0.02179584 -0.2171626   0.37959895  0.02376086
 -0.14090179  0.17004439 -0.37699878  0.27963015  0.30708355  0.04225069
  0.5245661  -0.25753522]"
apple_golden_1/192_100.jpg,apple_golden_1,"[-8.8609858e+00  8.2671630e-01  3.9928454e-01 -3.9453334e-01
  2.0872207e+00  1.7959335e+00  5.7257885e-01 -9.3375915e-04
  1.5339114e-03 -2.4697025e-01  3.4960333e-01  2.2089684e-02
 -1.6308011e-01  1.9251278e-01 -3.4938630e-01  2.7653086e-01
  2.9561877e-01  3.2319151e-02  4.9544719e-01 -2.3019707e-01]"
apple_golden_1/193_100.jpg,apple_golden_1,"[-8.8929424e+00  8.5372901e-01  4.0546465e-01 -3.8652718e-01
  2.0981843e+00  1.7793982e+00  5.4930675e-01  6.9192485e-03
  7.2625666e-03 -2.2144088e-01  3.3655903e-01  5.0036315e-02
 -1.3571024e-01  1.9469073e-01 -3.6619425e-01  2.5549111e-01
  2.7824792e-01  4.9423505e-02  5.2790612e-01 -2.3165233e-01]"
apple_golden_1/194_100.jpg,apple_golden_1,"[-8.894264    0.8340125   0.40180543 -0.3665572   2.1061482   1.8179656
  0.5213731   0.02174045 -0.03024908 -0.24112347  0.34830573  0.07663509
 -0.14825828  0.19514145 -0.37091014  0.2534831   0.3088156   0.02191035
  0.5143066  -0.22101589]"
apple_golden_1/195_100.jpg,apple_golden_1,"[-8.8613682e+00  8.4255034e-01  4.2346039e-01 -4.0182301e-01
  2.1013408e+00  1.8120140e+00  5.4744589e-01  1.8899461e-02
 -1.2874075e-03 -2.3777504e-01  3.2757142e-01  8.5818127e-02
 -1.1075604e-01  2.0878729e-01 -3.5214517e-01  2.4910128e-01
  3.2121262e-01  1.4281448e-03  5.2112156e-01 -2.2615066e-01]"
apple_golden_1/196_100.jpg,apple_golden_1,"[-8.8639669e+00  8.5110772e-01  4.2512098e-01 -3.9269465e-01
  2.0955129e+00  1.7965418e+00  5.3546661e-01  2.8101275e-02
  1.7731526e-03 -2.3362829e-01  3.2909772e-01  8.1073366e-02
 -1.1586123e-01  2.0419712e-01 -3.6281237e-01  2.3798022e-01
  3.0365783e-01  1.6989293e-02  5.4578966e-01 -2.1479607e-01]"
apple_golden_1/197_100.jpg,apple_golden_1,"[-8.8720875e+00  8.4645802e-01  4.3641818e-01 -3.9570910e-01
  2.1180778e+00  1.8082761e+00  5.3025419e-01  4.5514200e-03
  1.0589406e-02 -2.3549455e-01  3.3782378e-01  7.2019354e-02
 -1.3180324e-01  2.2457123e-01 -3.4908876e-01  2.1920490e-01
  3.0612722e-01  2.6816761e-02  5.2861327e-01 -2.2438483e-01]"
apple_golden_1/198_100.jpg,apple_golden_1,"[-8.8923588e+00  8.4588093e-01  4.2146924e-01 -4.0913054e-01
  2.1159914e+00  1.8001180e+00  5.3808343e-01 -1.8076942e-03
 -3.1306894e-04 -2.2252436e-01  3.2953534e-01  9.7225524e-02
 -1.1391708e-01  2.0192662e-01 -3.3248952e-01  2.3009944e-01
  3.0420381e-01  3.0824022e-02  5.3058100e-01 -2.2385082e-01]"
apple_golden_1/199_100.jpg,apple_golden_1,"[-8.9479618e+00  8.3118522e-01  4.4664818e-01 -4.3146691e-01
  2.1528690e+00  1.8042662e+00  5.6322283e-01  1.7980667e-03
 -2.0825319e-02 -2.2482309e-01  3.3458889e-01  7.3144637e-02
 -8.8689342e-02  2.1749040e-01 -3.3629292e-01  2.2472127e-01
  3.1276995e-01  3.0588638e-02  5.1751351e-01 -2.2954844e-01]"
apple_golden_1/19_100.jpg,apple_golden_1,"[-8.6825848e+00  8.4889960e-01  3.5979563e-01 -3.0607775e-01
  2.1506073e+00  1.7371348e+00  4.8603934e-01  1.6132307e-01
 -1.4631029e-02 -1.5526323e-01  4.4881180e-01 -7.8012496e-03
 -1.9489674e-01  1.9486882e-01 -3.5436189e-01  1.6964875e-01
  2.0901906e-01 -5.9639759e-02  4.6257013e-01 -1.4562260e-01]"
apple_golden_1/1_100.jpg,apple_golden_1,"[-8.5937185e+00  7.4965125e-01  3.3068579e-01 -3.1882566e-01
  2.1466353e+00  1.7302015e+00  4.8196507e-01  1.5394498e-01
 -3.8346045e-03 -1.6549790e-01  3.8968918e-01  7.4879475e-02
 -1.3538927e-01  1.7883720e-01 -3.3316943e-01  2.1886344e-01
  2.2411899e-01 -1.3357534e-02  3.9589542e-01 -1.6208947e-01]"
apple_golden_1/200_100.jpg,apple_golden_1,"[-8.9258671e+00  8.6247045e-01  4.4235495e-01 -4.0935013e-01
  2.1304877e+00  1.8044039e+00  5.6380653e-01  8.1027404e-04
  6.0455813e-03 -2.4182928e-01  3.1777778e-01  9.2602015e-02
 -6.8073511e-02  1.9573608e-01 -3.3636087e-01  2.2915317e-01
  3.0307603e-01  1.7723124e-02  5.5636996e-01 -2.2940120e-01]"
apple_golden_1/201_100.jpg,apple_golden_1,"[-8.9266920e+00  8.6878473e-01  4.6024540e-01 -3.8167495e-01
  2.1412184e+00  1.7820421e+00  5.7363820e-01  1.5913047e-02
  4.8324969e-04 -2.2145775e-01  3.1676099e-01  6.4690873e-02
 -8.1511945e-02  2.0693704e-01 -3.2964841e-01  2.1563900e-01
  3.0842769e-01  1.9495202e-02  5.6836015e-01 -2.3721756e-01]"
apple_golden_1/202_100.jpg,apple_golden_1,"[-8.9949398e+00  8.5033351e-01  4.5598292e-01 -4.0072379e-01
  2.1645784e+00  1.8045026e+00  5.6443965e-01  2.3465572e-02
  2.5959169e-03 -2.1762824e-01  3.3071348e-01  6.1766375e-02
 -6.5470800e-02  1.8854618e-01 -3.2806769e-01  2.1876666e-01
  3.0160737e-01  2.1307316e-02  5.7602686e-01 -2.0377463e-01]"
apple_golden_1/203_100.jpg,apple_golden_1,"[-8.9788475e+00  8.7063760e-01  4.5185119e-01 -4.0641659e-01
  2.1674156e+00  1.7976425e+00  5.5578506e-01  1.3358507e-02
 -7.2700935e-03 -2.3074211e-01  3.3855870e-01  7.7775665e-02
 -5.6139607e-02  2.0984426e-01 -2.9938579e-01  2.0386194e-01
  3.1009510e-01  2.3191469e-02  5.7534850e-01 -1.8219191e-01]"
apple_golden_1/204_100.jpg,apple_golden_1,"[-9.0622635e+00  8.4590572e-01  4.3889824e-01 -4.0014619e-01
  2.2014933e+00  1.8029391e+00  5.2705336e-01 -6.2815764e-04
  1.4542179e-02 -2.1967693e-01  3.5392129e-01  7.1920462e-02
 -7.0249751e-02  2.0478299e-01 -2.8186840e-01  1.8682501e-01
  3.2793254e-01  4.6550337e-02  5.4482144e-01 -1.8136670e-01]"
apple_golden_1/205_100.jpg,apple_golden_1,"[-9.0346317e+00  8.7274641e-01  4.6847343e-01 -3.9522448e-01
  2.2136338e+00  1.8034421e+00  5.6251264e-01  2.4840029e-02
 -8.7523861e-03 -2.3522034e-01  3.3313936e-01  8.1087194e-02
 -9.2452250e-02  1.9675979e-01 -3.2076496e-01  1.7192930e-01
  2.9876125e-01  1.2022345e-02  5.7356268e-01 -1.5594380e-01]"
apple_golden_1/206_100.jpg,apple_golden_1,"[-8.9959669e+00  8.7280637e-01  4.5079508e-01 -4.0055624e-01
  2.1878226e+00  1.7523820e+00  5.7536495e-01  1.7532593e-03
 -3.5732299e-02 -2.1470720e-01  3.2695648e-01  1.1344389e-01
 -8.5641406e-02  1.5334010e-01 -2.9969451e-01  1.9146845e-01
  3.2321617e-01  3.9707199e-02  5.7567817e-01 -1.8006130e-01]"
apple_golden_1/207_100.jpg,apple_golden_1,"[-8.96112823e+00  8.30303371e-01  4.39351976e-01 -4.05577421e-01
  2.18528938e+00  1.76183534e+00  5.55610836e-01  8.30762461e-03
 -2.25422885e-02 -1.93660408e-01  3.17912519e-01  1.09268524e-01
 -9.00124311e-02  1.53252810e-01 -2.98718452e-01  1.80622891e-01
  3.09017211e-01  3.05527113e-02  5.56860745e-01 -1.73705891e-01]"
apple_golden_1/208_100.jpg,apple_golden_1,"[-9.125058    0.85970205  0.43268943 -0.35922855  2.2283351   1.8087586
  0.50614285  0.03884171 -0.02226583 -0.1824645   0.3424027   0.1026624
 -0.1062707   0.19514368 -0.29143468  0.14804086  0.33612505  0.03266112
  0.55513537 -0.14668337]"
apple_golden_1/209_100.jpg,apple_golden_1,"[-8.972467    0.8581319   0.47474694 -0.38607967  2.216456    1.7689971
  0.5494547   0.01356644 -0.00975883 -0.21324264  0.3001836   0.11705373
 -0.08628549  0.168217   -0.32273552  0.16643856  0.30172798  0.0164526
  0.52700806 -0.17975634]"
apple_golden_1/20_100.jpg,apple_golden_1,"[-8.6861258e+00  8.5000879e-01  3.7128001e-01 -3.2429746e-01
  2.1724515e+00  1.7282401e+00  4.9347660e-01  1.8273453e-01
 -1.6559245e-03 -1.8219559e-01  4.3423131e-01 -1.9356623e-02
 -1.8866436e-01  1.9552200e-01 -3.5538483e-01  1.9567643e-01
  1.9172001e-01 -6.9471747e-02  4.4698128e-01 -1.4939815e-01]"
apple_golden_1/210_100.jpg,apple_golden_1,"[-8.9618044e+00  8.5068631e-01  4.7025326e-01 -3.7321088e-01
  2.1991978e+00  1.7596869e+00  5.3153038e-01  2.1226594e-02
 -2.6650301e-03 -1.8610224e-01  2.8035760e-01  1.1079083e-01
 -5.9318531e-02  1.7404997e-01 -3.0803928e-01  1.7457581e-01
  3.3061004e-01  4.9448956e-02  5.2150398e-01 -1.8083997e-01]"
